Company Name,Financial stability,Claims processing time,Customer service reputation,Premium cost,Deductibles,Network of providers
Progressive,C,11,Average,139,246,Nationwide
USAA,A,6,Average,122,259,Nationwide
Allstate,A,10,Poor,129,440,Regional
USAA,B,13,Average,85,352,Selected states
Allstate,C,12,Good,66,477,Selected states
State Farm,D,7,Average,127,365,Selected states
USAA,C,12,Poor,71,569,Selected states
Allstate,D,8,Good,133,491,Selected states
State Farm,C,11,Poor,129,241,Regional
State Farm,D,10,Poor,130,580,Nationwide
Allstate,E,6,Poor,150,624,Nationwide
Progressive,C,11,Poor,74,277,Selected states
State Farm,B,6,Poor,115,756,Selected states
Geico,E,7,Excellent,51,596,Regional
Allstate,D,9,Average,85,242,Selected states
Geico,C,7,Excellent,72,438,Nationwide
Geico,B,10,Good,55,609,Selected states
Progressive,D,5,Good,135,624,Nationwide
Allstate,E,13,Average,71,386,Selected states
State Farm,B,12,Excellent,72,759,Selected states
Progressive,B,14,Good,90,742,Nationwide
Progressive,C,8,Good,149,741,Regional
Allstate,C,7,Poor,64,731,Regional
USAA,E,14,Excellent,68,343,Regional
Progressive,B,6,Excellent,95,308,Regional
Geico,A,9,Average,109,402,Regional
Allstate,A,12,Average,122,512,Nationwide
Geico,B,13,Good,72,409,Regional
Allstate,D,8,Excellent,61,439,Nationwide
USAA,C,13,Average,91,498,Regional
USAA,B,5,Good,61,430,Selected states
State Farm,B,9,Excellent,104,748,Selected states
Geico,A,14,Average,114,471,Nationwide
USAA,A,12,Average,71,393,Nationwide
Geico,D,9,Poor,81,503,Regional
USAA,B,10,Good,93,758,Selected states
State Farm,E,13,Average,86,378,Regional
Geico,D,7,Good,79,732,Selected states
Allstate,E,15,Good,146,630,Selected states
Allstate,B,14,Poor,104,328,Nationwide
Progressive,E,13,Poor,58,390,Nationwide
Progressive,C,9,Good,72,601,Selected states
Progressive,B,8,Good,93,512,Selected states
Geico,D,14,Average,110,242,Regional
State Farm,A,10,Excellent,145,244,Nationwide
State Farm,D,12,Average,76,427,Nationwide
Allstate,E,14,Poor,120,414,Selected states
Geico,D,8,Average,137,254,Regional
Allstate,E,12,Poor,85,260,Regional
Geico,B,7,Poor,56,260,Regional
State Farm,D,7,Poor,101,517,Regional
State Farm,B,7,Poor,122,508,Nationwide
State Farm,E,5,Poor,128,644,Selected states
Geico,E,10,Average,107,219,Selected states
USAA,E,6,Poor,95,223,Nationwide
USAA,E,14,Excellent,87,309,Selected states
Progressive,A,5,Average,130,286,Regional
USAA,B,12,Poor,52,674,Nationwide
Allstate,C,8,Average,61,763,Regional
State Farm,D,15,Poor,73,407,Selected states
Geico,E,6,Excellent,59,746,Nationwide
USAA,B,6,Average,94,356,Selected states
State Farm,C,7,Good,92,392,Selected states
State Farm,D,10,Average,105,416,Selected states
State Farm,E,6,Good,105,386,Selected states
Geico,C,9,Excellent,124,262,Selected states
Allstate,B,15,Excellent,58,432,Selected states
USAA,C,8,Excellent,62,476,Nationwide
Allstate,B,5,Average,85,371,Regional
Allstate,E,6,Good,141,734,Selected states
Progressive,D,11,Average,105,430,Regional
USAA,C,15,Excellent,80,580,Regional
Geico,E,7,Excellent,99,301,Nationwide
Allstate,D,8,Average,67,284,Regional
Progressive,E,14,Poor,65,792,Selected states
Allstate,E,15,Poor,94,709,Nationwide
Allstate,B,9,Average,149,444,Regional
Progressive,E,13,Good,82,517,Nationwide
Geico,E,9,Poor,149,629,Regional
State Farm,A,10,Good,144,328,Selected states
State Farm,C,13,Average,117,595,Regional
Progressive,E,8,Poor,130,354,Nationwide
Progressive,E,11,Average,82,427,Selected states
USAA,A,7,Good,96,350,Regional
USAA,A,6,Good,141,322,Nationwide
Allstate,B,5,Good,85,708,Nationwide
USAA,A,10,Good,52,719,Nationwide
Geico,E,8,Average,123,673,Regional
Allstate,A,13,Poor,74,565,Nationwide
State Farm,C,5,Excellent,85,621,Nationwide
USAA,B,8,Good,66,751,Regional
USAA,A,9,Average,59,778,Nationwide
Geico,A,8,Poor,124,427,Regional
Allstate,C,14,Average,66,790,Nationwide
State Farm,E,13,Excellent,107,461,Selected states
Progressive,D,12,Average,50,520,Regional
USAA,B,12,Average,99,721,Nationwide
Allstate,B,14,Excellent,131,579,Regional
USAA,E,15,Good,121,634,Selected states
Allstate,C,13,Excellent,108,623,Selected states
USAA,B,9,Average,134,799,Selected states
Progressive,B,14,Good,88,728,Nationwide
Allstate,A,14,Average,141,559,Regional
Allstate,E,7,Excellent,51,583,Selected states
Progressive,B,5,Good,87,522,Nationwide
Progressive,C,14,Excellent,83,710,Regional
Allstate,E,11,Poor,67,665,Nationwide
USAA,D,9,Good,138,795,Regional
Progressive,E,12,Average,65,286,Nationwide
Geico,D,9,Poor,145,513,Nationwide
Progressive,B,7,Average,149,385,Selected states
State Farm,C,13,Good,129,460,Regional
USAA,A,13,Excellent,111,726,Selected states
Progressive,C,9,Excellent,147,612,Nationwide
Geico,B,12,Poor,66,287,Selected states
Progressive,C,7,Excellent,96,308,Selected states
Geico,C,6,Excellent,91,590,Regional
Progressive,C,12,Good,78,558,Regional
Geico,E,11,Poor,134,747,Selected states
USAA,C,8,Average,143,500,Nationwide
Progressive,A,8,Good,85,769,Regional
Geico,B,8,Excellent,95,269,Regional
USAA,E,13,Average,95,370,Nationwide
Allstate,C,15,Good,134,407,Nationwide
State Farm,E,14,Excellent,68,415,Selected states
USAA,B,8,Poor,139,608,Nationwide
Allstate,A,15,Excellent,88,288,Regional
Allstate,B,5,Average,125,763,Selected states
Allstate,C,10,Excellent,115,230,Regional
State Farm,D,14,Excellent,108,624,Regional
Allstate,D,7,Average,117,222,Selected states
Geico,A,5,Excellent,100,296,Regional
State Farm,E,6,Good,139,346,Selected states
Allstate,D,11,Good,54,689,Nationwide
Geico,D,13,Good,67,616,Nationwide
State Farm,C,8,Good,111,651,Regional
Progressive,B,14,Good,80,271,Regional
Allstate,C,6,Average,135,729,Nationwide
USAA,B,11,Poor,126,284,Selected states
Geico,A,8,Average,82,389,Nationwide
Geico,C,5,Excellent,82,285,Selected states
Geico,E,15,Poor,113,246,Selected states
Allstate,A,14,Good,147,726,Selected states
Allstate,D,6,Good,131,290,Selected states
Geico,D,14,Excellent,101,626,Nationwide
Geico,C,14,Poor,133,306,Nationwide
State Farm,A,7,Average,121,610,Selected states
Geico,C,11,Poor,121,637,Selected states
State Farm,A,8,Excellent,75,310,Nationwide
Geico,B,15,Average,53,279,Nationwide
Allstate,D,12,Average,125,481,Nationwide
Progressive,A,9,Good,85,604,Selected states
Allstate,B,12,Poor,114,429,Nationwide
USAA,D,9,Good,147,646,Nationwide
Geico,E,5,Average,134,260,Regional
State Farm,B,8,Poor,50,503,Nationwide
State Farm,C,11,Good,148,563,Selected states
State Farm,C,10,Poor,70,737,Nationwide
State Farm,A,5,Excellent,96,696,Nationwide
Geico,B,14,Average,68,408,Selected states
State Farm,B,14,Poor,110,537,Regional
Geico,D,5,Good,93,593,Nationwide
Allstate,C,7,Good,103,685,Selected states
USAA,D,11,Excellent,112,567,Selected states
Progressive,C,13,Poor,124,365,Regional
Progressive,B,13,Excellent,57,709,Selected states
Geico,D,14,Good,149,247,Regional
USAA,A,8,Poor,122,204,Regional
Allstate,D,15,Average,149,537,Nationwide
State Farm,E,5,Excellent,87,688,Selected states
Allstate,D,12,Poor,63,523,Nationwide
Geico,E,5,Poor,145,546,Nationwide
Progressive,C,15,Good,76,327,Selected states
Progressive,D,15,Average,70,794,Nationwide
Geico,B,12,Good,50,418,Regional
Progressive,C,12,Average,121,665,Regional
Progressive,C,15,Excellent,147,624,Nationwide
State Farm,A,10,Average,145,656,Nationwide
USAA,D,14,Poor,97,446,Selected states
Geico,B,7,Average,78,315,Nationwide
State Farm,C,13,Average,84,557,Selected states
Progressive,C,15,Poor,142,278,Selected states
Geico,C,11,Average,99,287,Regional
Progressive,B,10,Excellent,96,471,Selected states
Geico,A,12,Average,118,250,Regional
USAA,A,7,Excellent,91,390,Nationwide
Geico,D,9,Excellent,127,706,Regional
USAA,B,10,Poor,102,729,Nationwide
Geico,B,12,Poor,119,240,Regional
State Farm,E,7,Good,122,252,Nationwide
Progressive,E,13,Average,50,593,Regional
Allstate,A,5,Excellent,68,781,Selected states
State Farm,C,5,Good,104,359,Regional
USAA,B,14,Good,110,616,Regional
Geico,A,7,Poor,134,438,Selected states
Allstate,D,14,Excellent,110,526,Regional
Progressive,B,15,Good,149,544,Nationwide
USAA,A,13,Average,143,387,Regional
USAA,B,6,Good,90,321,Nationwide
Allstate,B,8,Average,93,333,Selected states
Geico,C,14,Excellent,145,458,Regional
Progressive,E,11,Excellent,108,306,Nationwide
Allstate,C,15,Good,131,370,Selected states
Progressive,E,11,Good,106,352,Nationwide
Allstate,D,7,Good,99,279,Regional
USAA,B,8,Good,111,353,Selected states
Allstate,C,6,Good,60,698,Nationwide
Allstate,A,14,Good,99,689,Regional
Geico,C,14,Good,86,280,Selected states
Allstate,C,13,Poor,72,554,Nationwide
State Farm,A,7,Poor,91,398,Regional
State Farm,E,15,Poor,146,414,Selected states
State Farm,D,15,Average,54,783,Selected states
Allstate,E,13,Good,101,230,Selected states
Progressive,D,11,Average,147,778,Regional
Allstate,A,5,Good,57,280,Nationwide
Progressive,E,11,Average,59,549,Selected states
State Farm,C,8,Poor,80,777,Regional
State Farm,D,12,Poor,78,589,Regional
Allstate,A,14,Poor,77,543,Selected states
USAA,D,10,Excellent,64,221,Nationwide
Geico,A,6,Poor,129,412,Regional
State Farm,D,13,Excellent,116,362,Selected states
Geico,B,5,Poor,94,496,Nationwide
Allstate,C,15,Excellent,60,780,Regional
USAA,B,14,Average,57,765,Nationwide
USAA,D,9,Good,52,222,Selected states
State Farm,D,8,Poor,72,581,Nationwide
Allstate,E,13,Poor,57,385,Nationwide
State Farm,D,10,Poor,71,683,Nationwide
Progressive,E,9,Good,103,513,Nationwide
USAA,E,14,Excellent,91,201,Selected states
Allstate,D,15,Average,77,611,Selected states
State Farm,C,7,Poor,144,604,Selected states
Geico,A,9,Excellent,115,734,Regional
Allstate,D,5,Good,105,743,Selected states
Geico,D,5,Good,149,320,Selected states
State Farm,B,12,Good,124,416,Selected states
Allstate,B,7,Poor,121,525,Selected states
USAA,C,12,Average,114,755,Regional
Progressive,B,5,Excellent,144,375,Regional
USAA,E,14,Excellent,65,588,Nationwide
Geico,B,13,Excellent,99,488,Nationwide
Progressive,B,15,Poor,86,281,Regional
State Farm,D,14,Average,131,771,Selected states
USAA,D,8,Excellent,59,586,Selected states
USAA,B,15,Average,122,300,Nationwide
Progressive,B,10,Poor,124,518,Nationwide
USAA,A,9,Poor,100,523,Selected states
Progressive,C,8,Excellent,92,318,Regional
USAA,D,11,Average,66,280,Regional
USAA,D,14,Excellent,58,688,Selected states
State Farm,B,11,Average,92,549,Nationwide
USAA,C,6,Average,119,418,Nationwide
State Farm,E,10,Good,104,669,Regional
Progressive,D,14,Excellent,63,734,Selected states
Geico,D,15,Average,93,390,Nationwide
State Farm,B,9,Average,142,785,Selected states
Geico,B,15,Average,133,791,Selected states
State Farm,B,8,Average,129,346,Regional
Allstate,A,9,Average,78,764,Selected states
State Farm,D,13,Excellent,76,400,Regional
Progressive,B,6,Average,105,573,Regional
Progressive,E,12,Good,53,268,Nationwide
State Farm,B,10,Good,69,586,Nationwide
Geico,B,8,Excellent,91,293,Nationwide
Progressive,C,9,Excellent,140,771,Regional
Allstate,D,11,Average,58,599,Selected states
Allstate,B,13,Excellent,102,434,Regional
USAA,E,7,Average,95,716,Nationwide
Geico,D,6,Poor,128,410,Selected states
Progressive,D,12,Excellent,125,232,Selected states
USAA,D,6,Excellent,63,527,Regional
USAA,E,9,Excellent,82,588,Nationwide
State Farm,E,10,Average,56,498,Selected states
Progressive,B,12,Good,75,694,Regional
State Farm,E,10,Good,57,216,Nationwide
State Farm,E,6,Poor,56,476,Regional
Progressive,A,9,Excellent,90,558,Regional
Allstate,D,9,Average,118,257,Nationwide
State Farm,D,11,Good,70,568,Nationwide
Allstate,D,6,Good,79,421,Nationwide
Allstate,A,13,Excellent,144,231,Nationwide
State Farm,A,13,Poor,133,312,Nationwide
Geico,E,6,Poor,125,469,Regional
State Farm,C,6,Poor,97,336,Selected states
USAA,D,15,Good,64,385,Regional
Geico,D,9,Good,81,368,Nationwide
State Farm,A,11,Excellent,89,668,Nationwide
Allstate,B,13,Excellent,72,481,Selected states
Allstate,A,13,Poor,89,457,Selected states
State Farm,D,15,Poor,86,521,Nationwide
Progressive,D,7,Good,107,670,Regional
Allstate,C,14,Poor,148,716,Selected states
Allstate,E,13,Excellent,59,423,Selected states
Geico,A,6,Average,108,665,Nationwide
Geico,E,12,Poor,138,239,Nationwide
Geico,E,6,Poor,87,723,Selected states
USAA,B,11,Poor,84,621,Nationwide
State Farm,A,9,Poor,95,375,Regional
Geico,B,5,Good,55,393,Selected states
Allstate,B,5,Average,93,592,Nationwide
State Farm,C,6,Average,102,592,Nationwide
State Farm,A,10,Excellent,96,298,Nationwide
Progressive,B,9,Poor,146,243,Nationwide
State Farm,E,13,Average,56,222,Selected states
Progressive,D,12,Poor,53,427,Regional
Progressive,C,15,Poor,112,709,Regional
Geico,B,15,Average,135,234,Selected states
State Farm,E,10,Average,145,336,Regional
State Farm,C,14,Good,67,381,Regional
Progressive,C,6,Poor,79,408,Regional
USAA,C,8,Good,81,799,Nationwide
Geico,A,6,Excellent,74,354,Selected states
Progressive,D,5,Excellent,95,613,Nationwide
Geico,B,10,Good,114,345,Selected states
USAA,D,15,Excellent,86,728,Regional
Allstate,E,10,Excellent,123,556,Nationwide
Geico,D,15,Good,76,354,Nationwide
State Farm,C,10,Excellent,111,303,Regional
Allstate,D,5,Poor,138,409,Regional
Allstate,C,6,Good,62,394,Regional
Geico,E,7,Excellent,55,587,Nationwide
State Farm,E,14,Excellent,133,478,Selected states
Geico,E,5,Poor,88,776,Nationwide
State Farm,E,11,Excellent,106,451,Regional
State Farm,D,15,Excellent,60,329,Regional
Allstate,D,14,Good,51,295,Selected states
Progressive,E,12,Poor,63,290,Selected states
Progressive,E,10,Good,59,670,Regional
Progressive,A,7,Excellent,79,595,Nationwide
Geico,D,9,Excellent,67,665,Nationwide
Geico,E,7,Average,117,634,Regional
USAA,D,13,Good,134,349,Regional
Geico,B,9,Poor,85,351,Selected states
USAA,A,15,Good,131,363,Nationwide
Progressive,A,8,Poor,86,635,Selected states
USAA,B,6,Excellent,117,735,Selected states
State Farm,A,12,Poor,111,783,Regional
State Farm,B,9,Poor,108,556,Regional
Geico,A,11,Average,52,792,Regional
Geico,E,9,Poor,80,655,Regional
Geico,E,12,Good,74,595,Regional
Geico,A,6,Average,87,306,Selected states
Progressive,E,15,Good,59,601,Regional
State Farm,A,13,Average,117,622,Regional
Allstate,C,5,Excellent,120,463,Nationwide
Progressive,E,15,Poor,118,232,Nationwide
USAA,D,5,Average,128,739,Selected states
State Farm,A,9,Poor,122,626,Selected states
State Farm,B,12,Poor,141,730,Selected states
USAA,C,11,Good,118,761,Selected states
Progressive,D,12,Excellent,142,381,Selected states
State Farm,A,8,Poor,132,366,Regional
Allstate,C,10,Poor,128,208,Selected states
USAA,E,9,Excellent,105,749,Regional
Geico,C,8,Excellent,137,723,Nationwide
USAA,D,12,Good,61,359,Regional
Allstate,E,6,Excellent,73,617,Regional
Geico,A,12,Average,127,355,Regional
Allstate,A,10,Average,141,664,Selected states
Geico,D,10,Excellent,59,568,Selected states
Geico,A,9,Good,110,286,Selected states
USAA,D,12,Excellent,57,382,Selected states
Progressive,C,14,Good,119,534,Selected states
Allstate,B,10,Good,131,265,Selected states
State Farm,D,10,Average,93,800,Selected states
Geico,E,14,Excellent,89,292,Nationwide
Geico,B,5,Poor,131,221,Selected states
State Farm,C,14,Poor,133,261,Regional
USAA,D,15,Poor,119,763,Regional
USAA,D,7,Poor,68,691,Regional
Geico,C,9,Poor,78,240,Selected states
Geico,A,9,Poor,94,761,Nationwide
Allstate,D,6,Average,53,730,Nationwide
Geico,E,11,Average,137,297,Selected states
USAA,C,6,Poor,65,698,Selected states
State Farm,E,10,Good,59,736,Nationwide
State Farm,B,12,Poor,139,389,Nationwide
State Farm,C,12,Poor,98,565,Selected states
State Farm,D,7,Poor,54,348,Selected states
USAA,B,13,Good,55,341,Nationwide
USAA,D,7,Excellent,83,352,Regional
Geico,E,7,Excellent,113,667,Selected states
State Farm,E,15,Poor,116,571,Nationwide
Allstate,A,14,Poor,128,733,Selected states
USAA,E,13,Good,86,666,Nationwide
State Farm,A,7,Good,117,387,Selected states
State Farm,B,10,Poor,113,623,Regional
USAA,D,5,Good,113,633,Regional
Allstate,C,11,Poor,103,741,Selected states
Allstate,C,13,Poor,55,476,Regional
Geico,D,12,Average,57,654,Regional
Progressive,E,11,Poor,104,688,Selected states
Progressive,E,9,Average,86,343,Regional
State Farm,B,7,Excellent,110,626,Selected states
USAA,B,6,Poor,73,676,Regional
Allstate,E,15,Good,88,717,Nationwide
USAA,B,5,Poor,140,240,Selected states
State Farm,C,10,Poor,59,338,Regional
Progressive,A,12,Excellent,100,429,Nationwide
State Farm,D,8,Average,105,570,Nationwide
USAA,B,5,Poor,87,616,Regional
Allstate,E,8,Poor,116,756,Regional
State Farm,C,14,Good,85,724,Selected states
Allstate,D,5,Excellent,117,294,Selected states
Allstate,C,10,Average,134,256,Nationwide
Geico,D,9,Average,72,201,Selected states
Progressive,A,12,Good,51,739,Nationwide
USAA,D,10,Excellent,96,613,Nationwide
State Farm,A,7,Excellent,137,284,Regional
Progressive,D,7,Poor,94,294,Nationwide
USAA,A,5,Poor,56,420,Regional
USAA,E,12,Good,78,439,Regional
Allstate,C,11,Poor,96,663,Regional
Allstate,E,6,Excellent,125,461,Nationwide
USAA,E,6,Poor,81,688,Selected states
USAA,A,8,Poor,65,584,Regional
Geico,D,6,Poor,128,584,Nationwide
Allstate,C,12,Poor,53,235,Nationwide
Geico,E,13,Good,95,697,Selected states
Allstate,D,5,Average,83,661,Nationwide
Geico,E,14,Good,134,271,Nationwide
Allstate,E,9,Poor,52,333,Selected states
USAA,D,15,Good,89,727,Regional
USAA,C,7,Average,117,735,Nationwide
Allstate,D,13,Poor,149,315,Nationwide
Allstate,C,8,Good,94,311,Regional
State Farm,E,11,Poor,134,673,Regional
Geico,C,5,Excellent,136,512,Nationwide
Progressive,B,14,Average,76,329,Selected states
USAA,B,14,Excellent,75,755,Regional
Progressive,B,12,Poor,126,539,Regional
Allstate,C,15,Excellent,94,625,Nationwide
Progressive,A,11,Excellent,60,647,Nationwide
Allstate,D,11,Good,134,401,Regional
Geico,D,5,Excellent,149,589,Nationwide
State Farm,C,6,Average,53,391,Selected states
Progressive,A,5,Average,73,318,Selected states
USAA,E,11,Poor,69,386,Nationwide
State Farm,A,12,Excellent,141,596,Selected states
Allstate,E,13,Poor,124,743,Selected states
USAA,E,13,Poor,83,234,Selected states
Progressive,C,6,Good,132,505,Selected states
Allstate,D,13,Excellent,90,309,Selected states
State Farm,E,11,Poor,132,349,Selected states
Progressive,D,12,Good,63,504,Nationwide
Geico,E,11,Good,107,417,Nationwide
Geico,C,9,Average,140,627,Nationwide
Progressive,C,13,Poor,98,295,Nationwide
Allstate,C,7,Excellent,150,707,Regional
Progressive,D,6,Average,71,564,Nationwide
